num,text,label
476,"Ayrıca isteyenler, bu kolileri Kızılay aracılığıyla <ihtiyaç sahiplerine> ulaştırabiliyor. 12 çeşitten oluşan ‘Bereket’ kolisinin fiyatı 21.90 lira, 17 çeşitten oluşan ‘Lezzet’ kolisi 32.90 lira ve 22 çeşitten oluşan ‘Ziyafet’ kolisinin fiyatı ise 44.90 lira. Etiketler: Migros , Kızılay , Ramazan",0
94,"Çek Cumhuriyeti'nin kuzeyinde seçmenlerle görüşen Miloş Zeman, ""Türkiye, AB'ye üye yapılmamalı"" dedi. AB'nin Türkiye'ye 3 milyar euro yardım yapmasını eleştiren Zeman, ""Türkiye, bu sığınmacılara bakacak güçte, çünkü bu insanlar onlarla aynı dinden"" dedi. Türkiye'yle ilişkilerin dikkatli bir şekilde inşa edilmesi gerektiğini savunan Çek Cumhuriyeti Devlet Başkanı, ""Bu ifadelerimden dolayı Türk Büyükelçisi'nin Prag Kalesi'ne protesto notu göndermesini <bekliyorum>"" dedi.",0
584,"Ankara'nın Polatlı çıkışındaki bir tuğla fabrikasında çalışan Ramazan Pehlivan (45), forkliftle fırınlanmamış tuğlaları istif ederken, aracın kontrolünü <kaybetti>. Devrilen forkliftin altında kalan Pehlivan, olay yerinde öldü. Pehlivan'ın cesedi, Polatlı Belediyesi Cenaze aracıyla Duatepe Devlet Hastanesi morguna kaldırıldı. Ramazan Pehlivan'ın 8 yıldır fabrikada çalıştığı ve 2 çocuk babası olduğu öğrenildi.",0
171,"New England Journal of Medicine tıp dergisinin haberine göre, adı belirtilmeyen bir erkek, partneriyle <cinsel ilişkiye girmek> isterken penisinden bir anda ses geldi. Kısa bir süre sonra cinsel organında meydana gelen kanama ve ağrılarla hastaneye kaldırılan adam acil olarak ameliyata alındı. ""Corpus cavernosa"" adı verilen ve penisin erekte olmasını sağlayan süngerimsi doku ameliyatla dikildi. Tıp dergisine göre hasta altı ay sonra tamamen eski sağlığına kavuşmayı başardı.",1
139,"Kara Sevda' dizisinde Leyla karakterini canlandıran Zerrin Tekindor, sevgilisi Haluk Bilginer ile tatil için Fransa'ya gitti. Yaklaşık 2 yıldır <birlikte olan> Zerrin Tekindor ve Haluk Bilginer Colmar'a tatile gitti. Tekindor, çektikleri selfie'yi Instagram sayfasında takipçileri ile paylaştı.",0
367,"1  -  Halterde <Görme Engelliler> Büyükler Türkiye Şampiyonası Ankara'da yapılacak. Şampiyona, 19 - 20 Şubat günleri Ankara Gençlik ve Spor İl Müdürlüğünün daha sonra belirleyeceği salonda gerçekleştirilecek. Şampiyonada sporcular, bayanlar ve erkeklerde benc press ile powerlifting kategorilerinde mücadele edecek. Müsabakalara katılmak isteyen kulüplerin, 17 Şubat Perşembe gününe kadar federasyona başvurmaları gerekiyor.",1
354,"Anıtın kafa, omuz ve <göğüs> kısımlarının kesilmesinin ardından yedinci parçanın kesimi için karotla delik açıldı. Elmas uçlu makineyle kesilen parçalar, numaralandırıldıktan sonra Kars Belediyesinin belirlediği depoya kaldırılıyor. Heykelin, 18 parça halinde kaldırılması planlanıyor.",0
389,"""Adamın serveti  trilyonları bulurken, bilmem ne yoluna niyazi vaziyetlerinde <hakkın rahmetine kavuşan> 100  küsur Amerikan askerinin cesetlerinin ve târ ü mâr olan Iraklı anaların ve  çocukların kopan kol ve bacaklarının üzerinden maaş zammı almak da neyin nesi ?""",1
107,"Beşiktaş Erkek Basketbol Takımı, Curtis Jerrells'ın yerine yeni bir ABD'li oyun kurucuyu kadrosuna kattı. Siyah - beyazlı ekip, 31 yaşında ve 2 metre boyundaki Ricky Minard ile sözleşme imzaladı. Beşiktaş Kulübü Basketbol Komitesi Başkanı Abdullah Sözer, AA muhabirine yaptığı açıklamada Minard ile sözleşme imzaladıklarını belirterek, ""FIBA'dan belgelerini <bekliyoruz>. Bir aksilik olmazsa bu oyuncu yarın İstanbul'a gelecek. Jerrells ile de yollarımızı ayıracağız"" diye konuştu.",0
541,"Maden İşleri Genel Müdürlüğünde görevli olduğu öğrenilen Sedat Kahveci (34), evrak teslim etmek için bakanlığın Balgat'taki binasına geldi. Bakanlık binasının altıncı katında yangın merdivenine çıkan Kahveci, düşerek hayatını <kaybetti>. Kahveci'nin cesedi, savcılık incelemesinin ardından, otopsi için morga kaldırıldı. Sedat Kahveci'nin, daha önce uzman çavuş olarak görev yaptığı bildirildi. Olayla ilgili soruşturma sürüyor. Fotoğraf: Temsilidir",1
176,"DIŞ HABERLER SERVİSİ Ross, Sheen’in kendisine şiddet uyguladığı ve sürekli olarak tehdit ettiği iddiasıyla mahkemeye gitmişti. Ross’un avukatı David Ring ""Ross’un güvenliği için Los Angeles Polis Departmanı kadınla iletişime geçti ve Sheen’i uzakta tutmak için ‘yasaklama emri’ çıkardı"" dedi. Eski porno yıldızı Ross, Sheen’in HIV pozitif olduğunu belirtmeden <cinsel ilişkiye girdiği> suçlamasında da bulunuyor. Etiketler: ABD , Los Angeles",1
436,Kilise cemaati durumu farkettikten sonra acilen polise başvurdu. Papanın kanı Roma yakınlarındaki San Pietro della lenca kilisesinde altın bir şişenin içinde saklanıyordu. Kiliseye giren hırsızların içeride başka değerli şeyler olmasına rağmen sadece eski Papa’nın kanını çalması dikkat çekti. Papa II. Jean Paul’ün kan örnekleri 13 Mayıs 1981 yılında Mehmet Ali Ağca’nın kendisine suikast girişimi sırasında toplanmış ve şişelenmişti. Papa Jean Paul 2005 yılında <hayata gözlerini yummuştu>.,1
498,"AĞRI (AA)  -  Ağrı Emniyet Müdürlüğü Toplum Destekli Polislik Şube Müdürlüğü ekipleri, <ihtiyaç sahibi> öğrencilere kırtasiye yardımında bulundu. ""Güvenli Hayat ve Güvenli Gelecek için Çocuk ve Gençler Sosyal Koruma ve Destek Programı"" (ÇOGEP) kapsamında, kentte okuyan 500 öğrenciye kırtasiye seti dağıtıldı. Büyük mutluluk yaşayan öğrenciler, kırtasiye setlerini dağıtan polislere teşekkür etti. Etiketler: Ağrı , Ağrı Haberleri « önceki haber sonraki haber »",1
368,Bir de tabii umumi  tuvaletlerde yandaki bölmede <hacetini görene> teşaşür sesi gitmesin için teharet musluklarının şar  şar açılıp öylecene bırakılıp gitmesinden filan.,1
406,ALLAH aşkına kaçımız sadece eşini aynı karede başka bir kadınla gördü diye  gidip <hamileligini sonlandırmaya> karar verdi.,1
728,Tüm Rus kadınlara <seks işçisi> muamelesi yapmaya kimin ne hakkı  var?,1
40,"""Gerçekten  de kadınların ritmik, <aybaşı> kanamaları olarak isimlendirdikleri vajinadan gelen kanamalar,  bebeği içinde taşıyacak rahim iç zarının, hormonlar etkisiyle her ay kalınlaşması , ancak gebelik olmadığında artık beslenmesine gerek kalmadığında dışarı atılmasıdır.""",1
659,"Genelkurmay Başkanlığı'nın internet sitesinde verilen bilgiye göre Bitlis'in Merkez ilçesi Döşkaya köyü bölgesinde, güvenlik güçlerince 29 Ekim günü gerçekleştirilen faaliyet sırasında, bölücü terör örgütü mensuplarınca Amonyum ve Potasyum nitrat kullanılarak hazırlanmış ve Bitlis  -  Siirt karayoluna 750 metre mesafede toprağa gömülerek gizlenmiş, 90 kiloluk patlayıcı <madde> bulundu. Bulunan patlayıcı maddenin imha edildiği bildirildi.",0
263,"<Engelli> satıcının tüm çiçeklerini alan Halil Sezai, aldığı gülleri ne yapacağını bilemedi. Meşhur İsyan şarkısının duayen ismi Halil Sezai, önceki akşam yapımcısı Ahmet Çelenk ve bir kadın arkadaşı ile Taksim'deki bir gece kulübündeydi. Şarkıcı, çıkışta çiçek satan engelli vatandaşı görünce cebinde kalan son 50 lirayı vererek bütün çiçekleri aldı. Ardından ""Bu gülleri aldım da kime vereceğim"" diyerek gülmeye başladı.",1
860,"Japonya'da 13 Mart 1903 yılında doğan Koide, geçen sene Guinness Rekorlar Kitabı'na erkekler arasında dünyanın en yaşlı adamı olarak girmişti. Japonya Sağlık Bakanlığı, 112 yaşındaki Koide’nin <vefat etmesiyle>, erkekler arasında dünyanın en yaşlı adamının, Tokyo’da oturan 111 yaşındaki Yoshida Masamitsu’nun olduğunu açıkladı.",1
582,"Tatil için Kartalkaya'ya gelen 3 kişi, kayak yaparken Kındıra Yaylası mevkisinde sis ve tipi nedeniyle pistten çıkarak <kayboldu>. Kaybolan kişilerin cep telefonuyla arayarak yardım istemesi üzerine Kartalkaya Jandarma Arama Kurtarma timi, kar motorlarıyla bölgeye hareket etti. Ekipler, Kındıra Yaylası mevkisinde arama kurtarma çalışması başlattı.",0
775,"Maçın son dakikalarında gelişen atakta pas vermemesi nedeniyle Burak'a sinirlenen Eboue'yi takım sakinleştirmeye çalıştı. Öfkeli olduğu gözlenen Eboue, takım arkadaşlarının ısrarlarına rağmen tribünleri selamlamayı kabul etmedi. <Siyahi> oyuncu tüm ısrarlara rağmen soyunma odasına giderken, Galatasaraylı oyuncular ise 90 dakika boyunca destek veren tribünleri selamlayarak galibiyeti kutladı.",1
159,"AVUKATLARA KESİN TALİMAT VERDİ Seki'yi ziyaret etmek isteyen eski sevgilinin futbolcu Ali Turan olduğu öğrenildi. Eski sevgilisi Ali Turan'ın görüşme isteği üzerine çok sinirlendiği söylenen Seki'nin, avukatına kesin talimat verdiği iddia ediliyor. Şarkıcı, iki yıl önce ayrıldığı Turan'ın ardından şimdiki nişanlısı Faruk Salman'la <birlikte olmaya> başlamıştı.",0
189,"T24 -  Amerika’daki araştırmaya göre, kadınlar sekste en bereketli ve fanteziye açık dönemi 40 yaşına yaklaşırken yaşıyor. En fazla bu yaş grubundaki kadınların <cinsel ilişkiye girdiği> ortaya çıktı. 40’lık kadınların seksüel coşkusunun nedenini bilim adamları açıkladı: 40’ına yaklaşan kadın çocuk doğurma şansı azaldığı için içgüdüsel olarak sekse yatkınlık gösteriyor",1
666,"Örnektepe Köprüsü'ne ucunda şüpheli paket bulunan pankart asıldığını tespit eden polis ekipleri, çevrede güvenlik önlemi aldı. Olay yerine gelen bomba imha ekipleri, paketi fünyeyle patlattı. İncelemede, pakette patlayıcı <madde> olmadığı tespit edildi. Ekiplerin çalışması sırasında E - 5 Karayolu'nun çift yönlü trafiğe kapatılması yoğunluğa neden oldu. Bu sırada seferlerin yapılamaması nedeniyle çok sayıda metrobüs de duraklarda bekletildi. Çalışmaların ardından, trafik normale döndü.",0
726,"Senato tarafından onaylanması beklenen tasarıya göre para ödeyerek fuhuş yapanlar ilk yakalandıklarında bin 500, ikinci yakalanmalarında ise 3 bin 750 Euro ceza ödemek zorunda kalacak. Bu suçu işleyenler ayrıca fuhuşun zararları hakkında kurs görmek zorunda olacak. Fransa'da <seks işçisi> kadınlarının sokaklarda müşteri araması, genelev işletmek ve hayat kadını pazarlamak 2003 yılında yasaklanmıştı.",1
13,"Şenol Güneş’in yönetimin tören düzenleme isteğini geri çevirmesiyle yayınlanan ‘Emeğinize teşekkürler’ mesajında şu ifadelere yer verildi: ""KULÜBÜMÜZE büyük emekleri geçen Güneş ve ekibinin <aramızdan ayrılması> herkesi olduğu gibi bizleri de fazlasıyla üzmüştür. Güneş ve çalışma arkadaşlarına bundan sonraki yaşamlarında sağlık, başarı ve mutluluklar diliyoruz.""",0
130,"Barcelonalı futbolcu Arda Turan ailesiyle <birlikte olduğu> bir fotoğrafını takipçileriyle paylaştı. Yıldız futbolcu uçakta çektirdikleri aile fotoğrafının altına, 'Ailesiyle vakit geçirmeyen erkek asla gerçek bir erkek olamaz !!!' notunu düştü. Turan'ın bu paylaşımı kısa sürece binlerce beğeni almayı başardı.",0
890,"Türkiye Kamu - Sen Konfederasyonu, Temmuz ayı Açlık - <Yoksulluk> Sınırı Araştırması'nı açıkladı. Araştırmaya göre, Temmuz ayında ailenin gıda ve giyim harcamaları azalırken, haberleşme, kira ve ulaşım harcamaları arttı. Bir ailenin açlık sınırının bin 69 TL olduğu belirlenirken, yoksulluk sınırı ise 2 bin 803 TL olarak hesaplandı. Çalışan tek kişinin yoksulluk sınırı bin 400 TL oldu. Dört kişilik bir ailenin aylık gıda harcamasının 608 TL, ortalama kira giderinin ise 466 TL olduğu belirlendi.",1
174,"New England Journal of Medicine tıp dergisinin haberine göre, adı belirtilmeyen bir erkek, partneriyle <cinsel ilişkiye girmek> isterken penisinden bir anda ses geldi. Kısa bir süre sonra cinsel organında meydana gelen kanama ve ağrılarla hastaneye kaldırılan adam acil olarak ameliyata alındı. ""Corpus cavernosa"" adı verilen ve penisin erekte olmasını sağlayan süngerimsi doku ameliyatla dikildi. Tıp dergisine göre hasta altı ay sonra tamamen eski sağlığına kavuşmayı başardı. Etiketler: ABD , Boston",1
520,Eleni zamanında Eftelya’nın anneannesini yakalandığı <ince hastalık>tan Kerim hocanın iyileştirdiğini ve  bunu da aileden gizli yaptığını anlatır.,1
632,"Kartaltepe Mahallesi Kendirli Sokak'ta terk edilmiş bir eve giren ve <madde> bağımlısı olduğu belirtilen kişi, burada ateş yaktı. Bu kişinin kullandığı uçucu maddenin tutuşması sonucu evde yangın çıktı. Olay yerine gelen itfaiye ekipleri, yangını kısa sürede söndürürken, üzerinde kimliğini belirlemeye yarayacak herhangi bir belge çıkmayan ve çevrede ""Hüseyin"" olarak tanınan kişinin cesedine ulaştı. Ceset, gerekli incelemelerin yapılabilmesi için Adli Tıp Kurumu morguna kaldırıldı.",1
